userid,postid,timestamp
750,2176,2017-08-03 23:37:23
969,2390,2013-03-22 11:27:09
739,0,2015-01-28 04:05:46
283,1900,2013-12-03 13:07:52
907,6135,2013-04-08 05:43:05
108,1723,2010-07-12 01:24:03
538,4124,2017-11-18 17:53:55
557,1957,2015-12-17 21:33:59
3,8450,2015-01-11 23:47:15
203,7895,2015-02-23 07:23:08
281,6709,2013-12-10 20:19:44
599,6844,2010-05-03 14:51:06
840,8889,2014-02-17 11:12:12
216,2560,2013-10-21 09:30:58
807,8563,2012-03-12 22:44:25
115,8,2014-06-14 22:04:46
68,7670,2010-04-22 03:57:36
298,235,2013-06-15 09:22:49
872,8890,2012-12-25 03:07:26
862,2626,2016-03-20 13:51:21
672,567,2011-05-28 07:12:52
205,1926,2012-04-12 02:02:46
530,5881,2016-07-20 17:26:02
690,7382,2011-06-06 16:29:49
956,1810,2010-07-22 10:43:31
665,4117,2016-04-22 18:47:47
208,6915,2012-08-10 15:02:33
521,1935,2013-08-13 06:22:28
868,1919,2014-03-02 05:29:45
589,1003,2012-07-06 11:58:23
469,4364,2011-09-30 20:02:57
859,1340,2011-06-15 21:52:48
936,8770,2017-09-11 15:20:30
640,1636,2011-08-07 06:06:39
282,5929,2013-06-07 23:28:48
51,3338,2014-01-02 20:53:51
459,8161,2012-10-13 20:29:25
367,3122,2011-05-05 17:17:03
146,8059,2015-06-20 12:55:13
246,5202,2017-06-23 00:00:23
232,4079,2015-03-23 17:31:07
192,3578,2013-06-23 08:04:49
448,4756,2015-07-28 05:37:42
891,8190,2011-11-02 03:14:33
354,6351,2011-09-07 15:29:05
60,1363,2017-01-02 23:35:23
592,1440,2010-07-02 20:45:56
534,5093,2011-06-08 23:04:11
728,7023,2015-04-18 11:09:54
897,1503,2014-03-18 21:34:40
312,8057,2015-02-11 19:09:08
586,5878,2013-06-05 07:39:52
35,3390,2011-07-08 15:44:22
781,1018,2014-05-28 17:29:50
889,7877,2012-09-19 15:02:30
109,3454,2014-10-29 04:03:23
665,2352,2014-02-06 08:40:00
627,8981,2016-11-27 05:09:15
99,8822,2017-07-26 05:08:30
724,6147,2017-06-15 02:09:45
478,7718,2011-10-31 11:10:39
285,1760,2015-01-20 01:14:00
373,702,2010-08-12 01:38:46
397,4739,2016-09-29 07:20:28
192,8851,2014-09-09 09:07:24
761,66,2017-12-19 04:36:40
145,3983,2011-01-22 06:40:57
1,862,2013-04-22 03:34:56
954,3480,2016-03-29 19:15:41
589,8098,2010-03-05 04:01:50
391,8753,2010-02-12 16:17:38
93,978,2015-12-26 12:20:27
115,3171,2013-08-26 20:53:06
969,7808,2011-02-11 14:19:59
349,3029,2013-05-19 05:41:45
696,7927,2014-02-04 01:53:10
938,6759,2014-02-11 17:30:35
872,4570,2017-07-21 20:53:05
43,2233,2015-02-08 18:30:56
590,3889,2011-04-12 22:49:30
804,4059,2012-10-11 17:29:58
779,8542,2011-11-05 23:57:36
520,8489,2010-05-23 04:06:21
649,7841,2016-04-14 15:59:15
26,4654,2012-03-17 04:21:20
94,8372,2012-12-17 07:32:35
867,264,2016-10-28 03:34:17
64,2015,2012-01-11 10:28:53
452,5156,2010-05-05 22:06:31
554,4590,2017-07-14 22:13:39
420,6645,2011-11-20 18:32:15
480,3912,2010-07-11 17:39:41
54,5050,2017-06-25 03:47:39
956,7528,2011-07-27 03:28:18
805,1534,2013-07-20 07:46:41
852,8396,2010-03-21 20:12:55
398,3857,2013-02-17 13:45:03
8,7011,2017-08-31 06:42:39
515,4661,2016-11-15 16:35:17
985,5359,2016-03-05 15:28:17
707,5500,2013-09-23 18:43:04
612,662,2011-03-21 13:07:10
692,1509,2015-08-10 06:13:20
814,2660,2011-05-16 16:14:17
822,3590,2010-01-08 13:08:49
943,3444,2014-10-22 18:26:57
719,5602,2017-02-18 05:29:36
322,1959,2012-01-10 05:38:51
73,6033,2017-11-06 23:20:53
391,6554,2015-10-29 13:05:47
537,1135,2013-02-18 23:35:19
582,6,2015-01-15 14:02:48
734,8681,2016-11-05 00:47:47
583,7571,2012-09-09 21:12:33
293,1650,2013-10-31 14:23:12
470,3751,2013-09-15 14:24:26
591,228,2017-01-24 06:07:39
24,840,2010-06-15 21:46:50
880,5031,2017-07-24 07:06:51
925,4739,2011-07-04 21:13:07
656,6951,2012-04-02 00:34:02
292,1495,2014-06-10 13:52:22
452,1930,2012-10-23 05:48:39
852,6158,2017-01-26 19:15:19
436,2121,2017-07-27 14:58:43
568,4514,2017-03-18 04:24:04
709,5830,2014-11-20 00:11:32
139,3394,2017-11-13 02:23:08
204,8476,2010-07-24 11:15:32
304,1366,2011-03-21 04:00:43
742,8538,2015-05-14 12:23:03
261,7655,2015-04-01 06:53:44
688,4163,2012-08-13 10:37:42
622,3500,2016-01-06 17:52:31
774,238,2011-12-04 01:46:33
837,6882,2016-03-22 09:38:27
456,1807,2016-11-26 21:30:40
71,206,2016-04-15 08:17:05
51,7130,2012-11-06 20:04:02
837,3744,2016-07-21 00:24:39
100,5642,2017-03-20 06:35:45
325,4908,2017-02-28 06:06:07
951,2769,2017-07-14 22:16:09
524,6360,2015-10-29 07:28:53
948,5039,2013-02-25 02:08:46
818,8131,2014-09-13 07:04:49
317,3905,2015-10-13 02:03:54
416,5265,2012-09-11 23:11:43
462,1961,2010-03-01 17:17:15
592,4970,2013-12-26 07:32:17
921,7447,2017-09-03 11:08:12
473,5441,2013-11-19 05:55:47
346,131,2013-01-02 12:30:24
762,8133,2015-10-24 02:17:13
64,3900,2011-12-17 17:27:07
787,4371,2012-01-22 21:36:09
119,4379,2016-10-08 08:16:54
131,1433,2015-08-20 07:32:45
145,4728,2013-03-10 17:22:20
145,4075,2016-08-13 12:20:52
741,300,2017-02-13 20:24:30
1,7949,2014-12-19 19:44:19
213,4395,2013-11-21 06:56:56
168,8511,2017-05-08 10:33:12
695,4573,2014-08-20 13:42:39
223,6281,2014-02-26 12:41:16
9,2034,2010-09-17 13:32:47
992,4225,2011-12-19 17:32:46
466,5386,2017-07-26 06:43:46
977,5871,2014-06-06 20:16:39
323,3938,2013-04-27 10:02:16
204,7913,2012-12-28 19:18:28
442,7701,2017-05-20 02:46:55
954,702,2012-07-13 09:01:03
460,8687,2017-05-16 08:47:19
503,7020,2016-02-29 02:28:02
614,4976,2012-01-22 16:51:27
738,3597,2014-12-18 13:31:37
113,5792,2013-08-31 01:18:07
389,2355,2015-10-06 01:38:37
867,636,2017-06-22 18:52:55
617,8702,2012-07-11 09:44:56
451,6095,2017-06-01 10:47:06
908,2161,2013-03-09 04:24:51
783,7799,2011-12-08 03:26:10
609,6916,2012-04-19 02:13:08
29,7249,2011-08-09 23:50:20
144,6744,2010-05-07 06:10:13
393,6180,2015-06-09 08:41:23
426,4365,2015-06-22 00:15:38
23,445,2014-02-23 02:31:30
138,1,2011-12-08 14:29:06
814,1827,2015-08-30 14:04:30
930,239,2015-02-15 09:18:04
498,6852,2016-01-21 17:37:05
405,1400,2013-07-10 02:02:09
732,3619,2016-09-02 00:06:24
778,6214,2013-08-22 06:38:19
82,4646,2011-08-14 07:17:57
859,8654,2016-11-28 04:38:44
429,6973,2010-01-18 08:51:05
479,6454,2011-12-19 15:16:25
920,945,2010-11-25 10:30:28
116,8067,2015-02-22 05:09:23
243,6105,2013-03-22 08:31:01
277,8181,2012-01-11 13:11:29
76,7321,2011-05-31 07:16:37
559,3977,2016-03-30 09:32:47
304,5598,2013-06-06 23:02:28
249,485,2017-09-02 16:15:09
662,6013,2012-04-15 19:52:02
774,2196,2014-09-04 10:38:58
789,7805,2011-02-06 07:38:23
339,8574,2014-10-10 03:34:05
93,3723,2015-09-28 23:55:56
974,6400,2016-08-14 07:51:40
918,8070,2014-04-06 06:34:16
51,4279,2012-07-11 13:35:40
238,5491,2015-08-26 00:20:08
907,7505,2016-11-22 17:53:53
512,8527,2016-07-04 14:16:06
169,1125,2011-11-02 10:11:45
8,1079,2011-05-07 22:21:02
449,7255,2016-12-31 17:33:42
362,3331,2013-10-31 17:03:33
111,8644,2010-01-10 07:02:33
977,7552,2014-08-15 07:29:38
671,7271,2014-01-06 21:50:04
524,6208,2015-03-15 01:50:55
15,4227,2010-08-08 05:26:25
958,4908,2013-09-17 23:41:27
763,3988,2016-02-19 23:02:07
540,1823,2014-04-17 13:35:27
383,48,2015-02-07 02:21:56
184,5733,2011-02-02 01:13:44
200,3700,2011-06-10 06:51:22
165,4870,2015-01-18 13:50:09
222,1280,2010-06-23 08:40:19
305,4287,2016-10-18 23:27:52
28,4180,2015-09-30 07:25:23
367,8603,2016-07-10 17:53:44
874,231,2010-12-24 23:38:50
50,1568,2011-10-02 03:21:26
326,6510,2013-05-24 23:55:16
963,3154,2014-08-21 04:15:02
754,5075,2010-07-31 18:38:16
494,2198,2012-12-11 21:44:15
243,5485,2017-11-07 05:13:39
881,2720,2014-09-25 19:16:19
461,3131,2014-06-24 16:12:26
522,503,2013-02-06 17:06:33
265,1052,2013-03-01 09:02:22
670,2787,2011-12-15 10:25:38
330,1301,2010-08-11 18:46:14
90,6130,2012-02-15 22:55:22
161,6777,2010-12-16 08:18:43
630,7917,2014-07-25 21:40:43
717,1055,2013-01-01 08:03:22
872,1343,2017-06-18 15:46:25
915,5310,2012-01-08 04:21:55
703,8950,2016-03-13 10:00:58
638,8906,2010-04-21 21:30:06
843,8708,2017-12-12 13:13:59
943,6558,2010-04-25 15:56:07
458,6098,2010-12-13 08:28:04
424,6896,2011-06-06 05:53:14
124,6240,2012-11-15 22:00:25
540,7556,2017-11-09 01:24:40
470,7583,2017-07-01 23:42:20
101,6517,2016-07-01 13:44:46
791,5246,2016-04-02 21:07:30
209,89,2010-01-15 15:49:26
889,4147,2010-08-17 04:56:27
324,4813,2015-07-02 07:13:55
579,739,2017-01-28 09:56:04
968,1223,2011-12-02 11:45:31
907,1974,2011-03-18 11:25:57
56,143,2012-08-21 18:44:24
124,3562,2016-06-18 05:54:37
995,5363,2015-10-18 09:42:42
418,6696,2010-09-08 12:16:23
919,2954,2017-07-09 19:54:36
15,3647,2012-08-19 18:59:03
796,2875,2011-07-16 06:48:48
638,2024,2013-01-27 06:30:50
269,3172,2016-10-28 11:00:14
982,7626,2012-10-05 07:10:30
358,5159,2014-07-14 23:15:03
501,7209,2010-10-31 11:37:18
236,341,2014-10-12 17:11:17
725,59,2011-01-12 20:04:43
443,3091,2016-10-28 07:24:18
713,431,2013-11-22 14:39:09
956,2833,2014-03-11 18:33:15
266,6486,2011-06-19 14:14:52
759,5012,2012-05-24 01:26:38
306,2055,2014-02-16 16:54:06
561,7848,2016-09-29 04:17:53
392,7578,2011-09-20 11:37:48
5,108,2017-02-26 05:21:53
981,6090,2011-11-12 11:16:49
100,5621,2015-07-17 23:33:15
858,8391,2010-07-26 21:37:56
629,2488,2012-07-23 17:33:20
820,5333,2014-09-04 09:54:45
145,8066,2012-07-04 04:35:40
18,8153,2016-05-17 03:09:54
108,532,2014-07-12 23:55:04
862,8804,2013-06-11 16:39:14
603,3693,2013-01-13 16:17:49
565,7577,2015-02-25 00:18:49
631,3908,2010-10-25 18:16:31
492,213,2017-10-24 18:37:48
831,6956,2015-06-25 13:38:24
16,5218,2017-07-15 15:02:34
102,5939,2017-03-12 17:10:01
477,7435,2016-05-10 20:22:34
328,3884,2012-01-02 03:31:10
384,8957,2011-11-28 03:04:48
511,5219,2015-02-12 03:24:26
378,2186,2016-03-12 14:16:30
555,2321,2010-05-08 12:34:30
369,6639,2015-08-21 00:51:28
888,3706,2014-08-13 08:10:49
125,8931,2017-10-09 07:36:25
35,1306,2016-01-16 10:31:45
701,4348,2013-11-04 22:09:04
351,4289,2010-10-30 17:02:44
408,6980,2017-09-21 17:15:01
436,6437,2016-07-16 04:11:13
858,8210,2014-03-27 10:56:03
203,8449,2014-11-16 20:29:38
283,1873,2012-08-17 17:29:28
927,8896,2015-05-05 18:05:48
925,4497,2010-09-29 10:18:44
896,3393,2010-07-31 17:09:13
52,939,2012-08-10 09:56:31
173,3071,2013-09-28 07:12:48
929,8119,2014-02-01 02:36:39
927,6874,2011-12-16 02:30:03
916,5305,2012-02-06 11:34:41
852,259,2012-09-02 19:22:29
360,1668,2015-03-19 04:22:50
150,6135,2016-01-04 12:54:36
110,6172,2016-09-12 13:00:18
346,3552,2015-05-25 19:06:45
71,6541,2013-01-10 12:39:41
244,6493,2015-08-02 02:29:17
956,4640,2016-03-03 20:52:24
46,3193,2017-12-07 12:52:17
794,3898,2010-10-18 06:13:10
781,1555,2010-10-17 14:44:59
887,7391,2011-02-18 11:44:24
478,5492,2014-11-11 15:51:59
134,6258,2015-09-10 03:12:54
572,2967,2012-06-20 17:37:35
256,2849,2017-12-22 09:13:36
674,7593,2016-10-20 17:30:16
445,7972,2014-08-03 11:15:54
214,1218,2016-09-03 12:45:18
686,3888,2016-11-10 20:53:10
517,3580,2014-06-04 04:55:36
465,5921,2015-04-23 14:49:09
860,7105,2010-11-01 19:25:26
852,2051,2014-05-04 08:42:29
830,5838,2013-10-20 08:16:40
910,7605,2014-03-08 10:55:45
313,1025,2010-05-13 14:22:53
543,1912,2016-12-12 08:41:03
494,7657,2017-05-28 21:18:22
665,3836,2013-08-12 16:22:53
214,579,2015-07-09 15:00:36
978,4830,2017-07-09 10:40:10
784,6203,2012-05-16 01:01:48
189,3202,2011-11-26 19:45:21
742,2555,2014-08-05 00:47:12
452,3706,2010-08-12 06:54:56
651,5971,2017-03-28 00:35:53
215,2058,2015-09-29 23:21:54
400,5946,2010-08-05 09:10:59
147,8012,2010-12-21 08:54:00
518,2650,2013-10-11 19:45:50
990,1335,2015-09-14 04:08:53
290,629,2016-07-30 08:09:19
386,366,2012-05-10 21:12:14
181,6611,2017-02-12 09:45:57
532,7227,2016-09-15 21:26:02
413,4852,2011-03-02 07:17:57
786,2462,2017-09-03 23:39:01
276,4018,2014-05-28 22:23:14
767,3681,2017-02-01 15:32:02
729,322,2017-09-25 14:38:14
236,7493,2012-09-19 20:44:47
220,5341,2011-01-04 11:50:37
497,6783,2015-08-16 05:31:01
695,4415,2014-04-17 20:38:55
279,5705,2017-05-15 11:52:29
638,4464,2013-03-18 19:44:44
164,8960,2013-02-17 12:01:00
535,7942,2012-11-15 11:30:07
213,7705,2012-10-23 00:25:26
621,96,2016-11-03 11:31:17
434,6125,2012-02-27 19:19:52
677,4612,2011-02-27 19:41:50
51,511,2016-01-12 00:17:55
496,8069,2013-12-30 04:48:33
860,4214,2011-07-29 06:15:26
455,3744,2014-07-27 20:03:28
841,5821,2012-02-21 14:22:07
48,3085,2010-06-19 19:01:58
315,2669,2013-08-22 06:30:31
813,5603,2013-03-04 02:37:44
72,7123,2011-05-17 16:44:30
436,6991,2011-08-09 08:32:22
463,465,2017-05-05 08:46:19
367,7713,2013-05-02 08:31:01
536,3722,2015-10-20 22:24:15
371,1175,2010-05-17 01:16:43
555,3117,2012-12-25 14:14:16
4,1494,2012-09-06 06:26:29
703,4535,2010-08-09 03:43:05
555,5758,2015-05-25 10:45:15
467,991,2017-01-23 16:37:23
428,734,2015-12-23 20:07:36
867,3598,2012-08-05 21:08:00
804,829,2014-09-05 09:58:55
314,3818,2010-06-06 00:30:16
247,3911,2014-07-15 18:35:05
89,3831,2012-02-27 00:19:20
135,112,2013-03-06 02:38:34
798,458,2014-05-18 21:57:51
32,8050,2011-09-05 16:46:29
956,2427,2012-06-08 03:30:05
842,3101,2017-05-11 16:22:43
669,2524,2011-10-07 18:24:56
46,2534,2011-04-22 00:59:48
468,3109,2013-01-07 05:43:40
48,5277,2015-02-05 13:35:01
935,5535,2012-11-01 04:59:38
464,3737,2014-01-01 02:01:31
954,1271,2016-02-27 08:08:57
424,6407,2014-07-27 18:22:36
440,1836,2013-05-06 04:02:37
55,653,2010-06-15 08:37:12
563,4233,2017-12-23 23:50:18
250,3300,2017-04-19 17:33:19
754,7549,2010-06-23 04:13:47
691,2616,2012-10-12 18:59:19
945,8495,2011-04-19 17:23:57
498,2219,2012-08-13 11:09:35
210,3205,2010-02-13 17:16:08
706,752,2010-12-15 08:10:29
298,1427,2010-05-12 19:13:32
605,7368,2012-03-13 04:12:38
896,4427,2012-10-18 07:44:44
149,5633,2011-08-12 11:10:59
512,5067,2012-02-12 15:11:55
87,5527,2013-08-15 07:47:38
373,6287,2014-01-10 22:07:03
92,5711,2012-01-12 17:47:04
634,5527,2014-06-01 23:05:13
738,7503,2015-05-05 05:59:44
227,3120,2011-09-03 09:58:46
748,7985,2017-05-01 12:30:10
652,1524,2017-06-24 04:44:03
626,5109,2017-10-21 18:11:07
304,6327,2012-01-26 11:00:25
510,1386,2015-03-08 00:11:51
698,3944,2014-05-07 14:14:16
958,4027,2017-06-15 16:02:47
952,1443,2017-11-14 11:43:49
271,4825,2014-04-05 12:57:05
752,2642,2015-10-14 13:50:22
473,6864,2015-11-23 00:50:33
376,8374,2010-04-07 06:58:01
210,4489,2013-07-22 17:09:07
649,4096,2016-06-28 16:03:31
179,314,2010-03-06 10:31:09
738,5823,2014-03-08 03:31:34
847,1817,2010-05-14 00:06:42
424,5164,2011-07-28 05:31:02
929,3206,2013-09-17 10:09:00
402,7390,2016-11-03 01:41:15
278,5125,2014-07-22 12:29:48
699,481,2012-04-29 17:51:05
895,8829,2011-05-03 06:35:45
357,4458,2010-07-25 04:08:33
938,3204,2017-11-28 13:34:12
220,6196,2010-03-15 05:27:17
672,2196,2010-01-18 18:55:09
915,6905,2014-02-28 03:06:41
342,7464,2014-11-30 21:34:25
858,7003,2015-10-24 00:32:28
505,3152,2013-07-27 01:41:09
97,1246,2016-10-08 17:43:13
419,284,2010-09-14 02:29:25
389,605,2011-06-07 04:04:14
175,6399,2016-10-03 04:52:28
910,4417,2017-12-01 01:59:41
916,3028,2011-08-02 05:22:15
301,3223,2010-08-30 04:07:33
302,1495,2011-08-26 10:26:23
197,7331,2013-10-23 18:30:34
283,7259,2015-09-30 06:20:15
828,5698,2015-12-15 10:04:01
643,6624,2012-07-17 00:41:06
121,8402,2017-12-09 01:05:14
865,36,2015-03-14 15:55:04
268,5349,2016-09-26 03:00:59
396,1990,2013-06-21 10:46:27
803,7139,2016-08-05 11:40:37
812,2041,2015-02-24 16:27:33
349,6301,2015-03-11 15:20:59
271,7146,2016-12-13 23:19:01
712,8773,2012-01-01 19:00:38
220,3483,2011-02-27 07:27:28
806,2112,2016-06-05 22:37:15
103,5758,2010-11-09 22:30:02
753,8635,2016-07-11 03:32:12
679,5986,2016-11-03 07:05:11
51,5083,2016-05-24 14:59:57
41,7153,2012-06-04 23:39:13
936,2242,2016-10-13 04:27:45
767,8857,2017-01-10 18:10:06
23,4966,2012-01-24 16:27:33
931,6512,2012-07-07 21:08:02
611,4792,2016-04-28 07:59:29
955,2833,2016-04-14 16:25:15
279,5625,2013-09-09 02:12:22
863,5249,2015-03-14 15:42:43
663,2,2012-03-02 02:35:21
692,3733,2016-02-12 20:42:15
79,6942,2010-08-09 14:58:08
819,5352,2013-01-11 15:43:55
592,6412,2015-08-28 18:56:17
919,3128,2010-05-12 14:55:28
351,1975,2014-09-26 22:33:09
480,252,2010-03-25 23:58:30
682,7961,2015-06-24 21:19:50
557,5892,2011-03-30 00:46:06
207,8033,2013-10-26 23:32:26
134,2771,2013-01-16 17:52:07
116,3171,2016-11-27 09:06:21
367,7064,2013-07-28 19:04:40
552,8512,2017-03-05 14:15:20
736,2034,2013-03-28 11:43:36
259,4011,2011-09-02 19:59:29
826,6733,2015-06-24 19:00:46
165,7171,2010-05-01 07:37:42
270,8915,2014-05-24 19:36:01
50,802,2012-07-25 07:02:59
933,6064,2011-10-03 21:09:10
513,143,2017-03-04 04:58:15
773,2208,2010-12-27 04:59:44
153,129,2016-07-22 09:33:45
718,5058,2013-12-16 17:43:55
912,3698,2017-01-25 05:55:01
425,6125,2013-12-19 23:29:25
651,2168,2014-04-18 05:53:09
351,7509,2016-11-19 03:49:35
146,4506,2015-06-12 13:28:17
793,5865,2011-05-19 21:00:20
810,6236,2017-03-24 08:49:46
986,108,2012-09-27 19:41:25
623,2594,2015-04-07 13:34:50
832,3995,2015-01-22 19:15:49
539,6069,2013-07-30 15:30:51
663,6743,2011-06-16 13:52:41
342,6462,2014-04-26 10:34:36
772,5491,2013-02-02 21:17:44
61,5112,2011-09-09 03:07:48
820,6767,2017-12-22 04:16:58
683,7454,2016-10-22 06:51:36
547,8372,2011-09-05 01:34:48
764,3335,2012-05-03 19:21:34
412,7858,2017-10-19 01:59:45
589,4451,2017-06-26 13:56:24
394,4471,2013-04-27 15:14:05
982,5991,2013-06-08 05:47:52
492,3129,2012-04-15 05:22:20
842,2960,2013-12-14 16:44:23
425,6633,2015-11-26 07:24:08
762,5966,2014-04-08 21:13:47
375,7398,2014-05-10 12:22:30
901,1277,2014-06-02 11:23:22
871,5725,2010-09-27 01:23:26
125,2877,2012-02-09 12:11:28
14,3471,2011-09-06 08:01:10
45,8606,2010-04-02 00:51:35
721,415,2010-09-28 14:48:52
494,5476,2013-10-25 06:01:22
84,1619,2017-07-09 06:11:44
750,1805,2015-10-29 15:45:32
958,1867,2015-07-30 14:26:23
293,544,2013-10-23 21:07:39
177,5581,2011-04-19 11:48:53
937,5109,2011-03-03 04:38:37
862,5196,2013-12-22 00:59:55
733,3110,2017-05-26 00:16:14
552,8838,2015-02-06 04:12:12
4,2805,2013-08-19 04:23:17
200,8097,2011-02-15 18:06:20
301,925,2017-05-23 15:31:28
646,1958,2010-08-27 22:13:20
595,6694,2010-03-25 16:33:51
586,6032,2010-07-27 20:40:00
200,863,2016-01-03 13:12:08
347,2592,2012-12-12 07:02:54
962,1793,2014-10-03 22:04:04
896,5312,2017-12-16 21:20:58
446,7872,2013-05-15 11:48:31
390,516,2014-11-28 16:35:06
888,4702,2013-06-01 22:27:32
46,1345,2015-12-23 01:19:39
82,5184,2014-09-22 14:29:49
424,1722,2012-05-31 17:34:09
955,8293,2017-01-17 03:06:39
405,73,2012-01-23 10:06:30
348,5246,2010-11-08 00:31:01
546,8289,2012-11-20 13:32:41
731,8779,2012-05-12 00:22:04
195,2040,2014-11-01 04:11:35
873,6908,2016-01-28 19:07:26
492,5896,2011-01-13 06:13:47
164,3724,2017-03-23 19:45:30
288,1369,2016-04-07 23:55:19
838,8337,2011-09-14 21:12:50
473,7901,2013-09-22 13:39:33
13,4148,2016-07-03 16:46:56
575,8344,2017-07-13 16:14:19
146,5399,2012-03-21 16:33:09
932,784,2011-09-06 17:30:08
603,4903,2010-02-13 00:02:27
265,7372,2013-01-01 07:24:24
877,8962,2013-03-20 18:56:38
965,5631,2010-05-11 04:46:55
886,1492,2015-12-14 00:28:11
114,4285,2016-01-03 13:37:18
242,303,2011-11-29 03:47:40
670,4854,2010-04-19 18:46:11
804,8534,2015-07-01 14:43:18
892,101,2015-01-17 16:48:41
159,4706,2010-02-07 06:24:41
326,2,2012-05-25 14:40:15
73,8091,2011-12-15 15:49:11
943,2010,2013-11-09 03:26:03
830,1526,2010-08-10 22:58:06
248,5896,2014-08-13 20:52:31
227,8305,2017-07-25 10:02:35
562,2634,2010-09-28 08:11:27
767,981,2010-08-31 15:21:57
815,6060,2017-03-26 06:36:06
180,8771,2014-06-09 11:44:06
720,914,2014-07-27 16:11:32
414,1498,2015-04-06 10:03:00
432,3311,2011-10-15 00:26:51
708,7343,2012-02-08 07:25:27
446,5877,2014-03-29 20:57:21
884,3552,2011-09-12 00:53:14
682,8629,2012-11-27 08:34:24
156,3977,2017-06-18 19:43:56
161,3579,2017-05-26 10:40:25
358,6811,2013-05-27 22:43:09
88,102,2017-10-07 04:39:20
813,8233,2010-08-31 16:35:38
992,8227,2012-03-26 08:42:30
163,38,2013-01-08 18:51:47
472,3816,2014-03-15 01:20:08
678,7521,2017-08-09 20:45:07
587,5532,2010-07-09 03:57:03
479,8445,2011-02-03 17:16:22
347,5137,2017-04-25 11:55:50
588,4832,2017-05-13 03:46:55
360,6167,2010-03-27 23:15:25
727,4454,2010-09-21 03:10:27
714,6134,2013-02-14 08:20:30
141,8381,2015-10-10 06:38:51
170,6499,2014-07-29 20:33:57
518,147,2012-06-08 17:54:28
87,3818,2016-01-03 06:26:31
79,3356,2013-05-26 13:07:32
140,549,2016-02-05 05:32:39
598,815,2011-09-19 04:38:17
19,5388,2015-07-04 06:56:08
417,7783,2017-03-05 22:08:06
124,118,2011-06-28 19:07:50
449,5350,2014-09-28 20:04:55
898,4021,2014-10-17 17:59:00
262,5387,2017-07-06 05:52:21
652,3926,2014-04-28 13:51:28
226,646,2010-11-05 06:26:29
141,5593,2011-10-02 23:22:16
799,3113,2017-09-20 22:31:08
824,8083,2010-09-20 21:47:12
514,3579,2012-12-26 08:52:08
989,5044,2013-09-05 18:00:12
152,4894,2015-03-13 14:32:50
331,1042,2016-08-19 07:04:19
170,7649,2014-03-29 23:13:48
108,2063,2011-09-13 07:36:45
267,5476,2013-10-17 02:44:39
517,4000,2011-10-21 23:24:59
625,7819,2015-06-12 18:41:08
512,1943,2017-09-25 00:48:38
512,561,2011-06-15 14:31:26
705,4175,2012-04-12 04:44:05
332,5552,2013-05-14 10:14:05
682,4369,2011-03-06 05:43:44
130,8379,2014-05-23 20:20:21
7,5096,2014-03-20 09:26:58
868,5781,2014-09-24 23:57:26
908,7494,2011-01-23 04:10:23
328,1260,2010-06-15 15:37:23
68,2393,2012-09-04 06:31:40
799,4866,2016-03-20 11:01:38
494,6217,2011-10-21 09:55:35
501,7607,2014-04-08 02:42:07
108,1094,2016-03-21 17:12:46
213,3533,2014-02-06 13:02:15
24,1573,2015-08-12 19:07:16
943,6118,2013-09-20 16:13:37
295,7673,2013-02-14 08:54:05
651,1170,2010-10-25 13:01:42
330,965,2012-04-07 04:42:00
548,3323,2012-11-01 04:56:44
27,6348,2012-11-16 11:28:21
688,7313,2017-01-14 16:50:23
212,8063,2016-07-10 19:29:20
866,3191,2017-12-27 04:20:35
631,279,2014-01-16 23:46:09
380,5991,2017-09-02 04:07:21
415,978,2017-11-16 09:21:26
243,8260,2010-12-16 02:21:40
84,6912,2013-04-30 00:17:21
488,5014,2017-10-25 10:16:17
63,4708,2012-12-27 07:22:21
319,4451,2015-12-17 20:58:36
121,681,2010-10-26 23:20:04
77,524,2014-11-18 07:04:44
16,7324,2012-09-17 11:46:47
660,4681,2015-09-30 02:32:47
785,3046,2017-08-26 13:05:42
448,8288,2011-12-14 07:52:10
164,1122,2012-08-13 07:57:14
85,1665,2016-07-04 00:11:33
189,7347,2011-08-22 00:16:51
63,7042,2010-03-04 04:12:37
277,2538,2016-09-21 13:04:04
743,4993,2017-07-04 20:56:50
455,5085,2011-06-02 17:17:10
124,218,2015-11-30 14:13:44
220,4907,2013-01-01 08:14:43
687,6004,2012-01-17 07:58:57
660,7599,2010-05-27 06:16:22
616,5513,2010-11-15 06:47:15
726,3792,2017-10-06 19:03:35
699,3374,2014-09-25 03:55:29
362,4598,2010-10-29 20:26:59
256,4327,2011-02-22 17:25:07
921,4697,2010-05-20 02:45:14
602,8694,2011-03-30 04:50:12
976,4279,2012-05-02 03:12:37
538,8714,2015-09-02 03:14:50
355,2128,2013-08-03 09:48:55
178,2578,2010-07-01 09:32:02
319,6972,2015-07-25 19:05:34
921,3196,2014-02-22 13:16:43
650,2808,2012-01-22 01:41:26
497,8885,2012-04-25 00:30:31
116,1571,2013-01-01 01:52:40
357,3172,2012-04-15 12:01:00
908,2063,2011-05-18 00:31:42
410,4112,2017-05-20 19:21:20
695,12,2014-01-10 06:46:22
274,5544,2011-11-05 02:29:18
256,3137,2010-07-14 09:51:43
382,505,2017-06-09 09:48:41
533,5584,2016-03-01 23:36:47
367,3411,2015-07-13 19:03:17
482,7113,2011-07-23 14:50:01
326,1305,2012-02-23 07:56:23
965,6812,2011-10-25 23:06:54
