userid1,userid2,timestamp
137,362,2012-02-07 01:02:03
274,349,2017-07-20 09:57:35
493,741,2011-03-31 07:17:45
398,660,2017-09-06 06:22:12
857,739,2010-04-21 04:05:56
57,588,2012-01-28 03:35:58
762,382,2010-07-10 18:47:17
931,936,2012-08-23 15:51:57
155,488,2011-02-15 09:55:07
969,296,2017-12-19 14:42:33
13,151,2012-04-06 16:24:46
680,6,2014-08-13 09:17:39
718,201,2014-01-07 21:23:51
210,302,2010-08-05 23:18:03
525,212,2011-03-01 16:00:24
215,304,2014-12-14 09:43:36
893,517,2015-07-27 01:05:08
99,947,2017-03-30 15:58:31
639,836,2016-02-11 03:58:31
536,552,2011-09-20 07:31:28
349,466,2017-01-02 03:00:22
249,856,2017-01-12 13:36:59
41,81,2011-08-05 06:35:11
958,236,2015-01-22 23:41:40
948,836,2010-06-11 00:52:36
773,695,2010-10-02 22:05:52
939,267,2014-12-19 00:04:40
559,503,2011-04-08 19:15:32
281,175,2015-01-19 20:07:23
943,480,2014-06-25 11:35:19
439,734,2011-06-26 13:11:27
790,202,2016-04-18 08:07:06
755,68,2010-03-02 13:44:58
398,75,2017-03-02 07:16:30
557,810,2014-02-21 13:07:15
802,730,2011-08-21 04:32:16
697,154,2015-07-13 21:03:21
210,58,2015-11-22 15:31:08
647,245,2013-11-15 06:58:08
448,167,2017-01-27 08:05:07
375,169,2015-09-10 10:30:55
520,560,2011-01-30 16:04:19
757,548,2013-11-03 02:39:03
512,374,2011-11-26 13:56:14
65,561,2015-01-10 23:54:13
649,100,2017-10-12 14:25:59
649,925,2015-05-12 00:18:36
682,824,2013-08-10 13:36:22
99,352,2012-04-15 02:31:11
190,863,2014-08-04 00:16:39
476,546,2017-02-18 05:20:33
489,242,2013-09-27 14:14:06
808,371,2011-02-15 11:30:44
435,276,2015-01-30 06:03:08
662,141,2016-03-15 12:02:19
911,457,2011-06-09 14:57:21
832,169,2011-01-06 06:47:23
972,383,2014-11-13 23:12:35
343,12,2011-03-31 22:24:14
738,340,2017-08-26 13:07:01
329,17,2013-08-10 11:04:58
427,434,2017-09-28 19:56:21
759,101,2016-12-18 02:48:38
832,193,2015-01-10 05:06:27
396,654,2011-01-14 09:17:58
931,412,2015-02-09 18:01:38
688,86,2015-01-30 04:05:02
572,890,2014-02-24 10:26:20
414,566,2012-01-25 03:51:17
533,790,2017-08-15 16:41:36
961,557,2017-06-02 17:37:47
637,349,2013-04-15 14:12:16
390,60,2015-01-16 06:03:44
717,574,2010-02-16 21:42:30
203,407,2016-09-18 02:31:35
892,180,2015-09-19 22:46:56
486,923,2010-03-15 09:01:08
349,372,2012-02-10 04:29:32
948,457,2013-07-06 08:29:55
81,315,2014-12-18 07:08:43
860,308,2013-03-28 03:03:01
382,496,2017-01-15 03:03:07
127,474,2013-02-24 15:15:40
678,131,2013-07-27 02:04:12
78,534,2017-10-29 03:25:30
937,815,2015-05-19 00:17:38
506,361,2012-11-05 12:06:28
37,749,2016-04-03 10:23:22
803,958,2011-10-17 05:21:13
960,558,2014-04-10 00:46:10
225,211,2013-01-20 01:23:42
51,515,2013-12-30 14:48:48
945,431,2017-08-08 11:50:07
265,666,2010-12-08 20:14:43
572,438,2015-06-08 20:58:44
887,793,2014-11-02 16:16:03
934,577,2016-03-11 02:22:34
198,73,2013-02-16 00:31:16
796,600,2012-04-24 18:51:31
751,213,2012-03-11 15:49:10
350,515,2011-11-15 01:21:48
186,679,2012-11-29 12:08:34
266,394,2015-11-08 03:58:42
974,19,2011-10-13 23:36:43
865,363,2017-06-05 09:08:41
528,396,2015-10-31 09:46:12
63,632,2013-11-08 21:26:29
730,20,2014-04-19 13:24:44
677,683,2012-12-24 16:31:30
430,753,2016-11-12 17:43:15
612,433,2010-08-08 06:42:38
435,419,2014-10-13 04:52:08
725,241,2015-10-11 06:38:26
556,776,2015-02-10 22:16:38
180,382,2012-02-22 16:49:13
888,268,2012-04-03 02:11:28
523,679,2010-08-09 09:39:28
649,602,2017-04-11 03:29:22
714,447,2017-10-07 13:51:39
154,840,2011-09-24 15:23:45
365,417,2011-10-26 04:08:44
40,437,2010-12-09 21:54:04
342,636,2017-06-11 08:37:43
207,798,2010-10-10 18:03:55
318,432,2010-04-10 02:32:48
301,263,2011-01-18 04:24:06
746,168,2011-03-15 05:13:07
756,555,2013-07-14 22:20:01
560,581,2017-04-29 07:02:57
767,377,2015-08-05 15:08:53
723,714,2014-03-08 10:09:33
27,272,2012-04-02 08:51:01
768,183,2011-07-21 11:29:55
631,178,2013-12-31 04:58:46
115,379,2011-01-20 08:13:18
490,82,2017-09-08 10:15:38
345,846,2016-07-16 23:04:56
423,277,2014-01-20 13:45:18
324,987,2017-06-16 10:35:20
475,455,2011-10-18 21:40:47
417,541,2014-09-12 12:15:58
480,714,2015-02-25 17:50:05
567,449,2012-03-21 21:29:06
839,187,2012-04-14 11:04:09
912,826,2011-05-03 16:49:14
730,218,2010-05-02 22:48:40
489,943,2016-04-26 04:35:14
343,783,2010-10-31 00:07:12
592,210,2012-07-30 10:03:22
608,314,2015-06-17 17:39:28
210,244,2017-02-21 16:39:59
997,520,2012-11-04 11:16:09
285,351,2017-01-27 16:34:43
573,912,2010-07-12 03:18:37
933,367,2013-02-27 05:41:00
359,139,2011-07-28 03:27:50
285,164,2010-02-13 01:05:12
704,511,2013-06-29 09:19:55
915,276,2014-11-03 10:26:35
117,344,2014-04-14 05:49:45
614,389,2012-11-24 12:55:51
189,738,2013-10-01 20:06:39
203,940,2014-02-21 12:29:03
786,632,2016-01-30 08:52:38
908,953,2010-07-18 18:56:00
228,265,2010-08-15 12:49:08
837,113,2010-02-28 12:21:30
994,244,2017-06-05 09:42:38
159,66,2015-06-08 12:52:38
826,867,2012-06-10 02:28:34
55,373,2011-01-06 05:34:54
366,589,2013-04-30 18:15:42
629,758,2013-10-16 05:40:14
316,823,2013-06-04 01:01:41
656,339,2017-04-28 15:50:06
117,348,2017-01-07 19:55:06
935,449,2014-08-10 14:34:14
924,975,2010-02-03 08:12:35
840,428,2013-03-17 06:54:16
881,618,2016-07-21 22:29:04
928,555,2017-09-29 00:32:10
547,406,2013-03-13 08:03:34
943,932,2011-10-21 07:54:29
96,311,2014-08-04 05:15:49
226,110,2013-05-22 09:46:38
283,579,2010-06-18 19:00:28
852,698,2012-09-06 03:46:38
954,936,2012-12-18 18:09:54
263,377,2014-07-25 08:20:03
759,891,2011-05-18 08:12:48
631,514,2017-06-09 03:52:17
504,78,2014-12-19 04:00:51
547,673,2010-05-29 20:10:54
327,688,2014-11-19 03:17:48
805,685,2012-02-20 14:31:57
358,461,2012-11-17 12:05:33
128,842,2011-11-15 03:53:07
789,455,2016-08-30 16:46:51
859,672,2010-08-27 09:10:02
302,364,2014-03-15 23:48:16
404,90,2010-11-23 14:06:33
88,760,2014-02-12 12:51:45
237,406,2013-09-20 01:24:21
66,426,2015-08-24 16:50:05
292,898,2012-11-24 08:11:30
126,915,2014-05-10 14:42:37
747,479,2011-08-17 11:04:19
583,767,2011-09-01 13:03:13
140,650,2012-05-13 19:09:35
861,383,2011-04-07 21:14:43
55,240,2011-10-20 06:46:12
974,36,2012-05-14 18:29:45
623,828,2014-01-06 23:25:15
310,584,2012-11-23 06:48:55
722,793,2012-06-24 02:50:24
851,921,2011-01-25 12:17:20
985,845,2012-04-04 06:50:44
153,556,2014-06-17 01:45:25
999,62,2015-03-26 02:30:41
658,601,2016-03-11 17:33:49
109,437,2016-08-24 02:54:24
975,458,2016-05-04 03:24:51
261,950,2017-02-15 08:37:47
847,608,2010-02-17 13:31:28
977,301,2017-08-03 09:18:24
611,121,2011-02-12 19:58:59
22,600,2010-04-08 00:07:29
862,224,2010-04-28 16:14:59
736,437,2016-11-08 08:33:02
993,76,2011-08-13 04:20:41
896,200,2017-02-18 15:39:21
820,327,2015-06-22 18:54:06
471,195,2017-04-23 22:40:34
524,623,2012-12-14 10:30:00
374,22,2012-07-20 21:59:32
726,806,2012-05-22 20:23:18
743,65,2011-01-28 06:54:07
123,641,2016-05-18 05:28:06
100,520,2017-11-01 22:56:18
808,794,2012-11-03 05:37:27
202,705,2016-11-06 18:40:37
927,745,2014-11-06 11:47:12
732,52,2014-05-11 20:31:26
518,404,2017-07-08 01:14:40
714,106,2015-01-26 17:25:36
278,6,2013-12-22 09:49:07
383,271,2012-10-14 10:46:58
149,430,2017-08-10 13:30:27
774,611,2012-05-11 00:07:32
43,537,2010-12-09 20:14:24
893,689,2011-11-17 10:10:03
301,965,2016-07-01 18:53:23
963,962,2011-06-09 13:18:20
896,840,2012-05-17 17:11:32
954,200,2013-01-20 02:01:41
837,958,2010-04-21 12:20:42
250,66,2014-03-27 10:14:33
310,192,2012-01-02 18:19:59
804,284,2010-11-17 15:16:32
231,939,2015-08-28 15:24:04
803,653,2017-12-03 11:44:35
697,371,2016-11-21 12:03:58
11,393,2016-02-15 15:28:37
3,878,2017-06-12 04:44:23
134,509,2016-06-08 11:59:13
934,703,2017-09-17 10:45:10
132,352,2012-08-30 15:29:45
308,193,2016-04-25 08:06:09
723,879,2016-07-02 00:58:01
921,676,2011-11-25 16:45:13
266,195,2016-01-17 15:07:17
17,816,2012-05-30 04:50:38
527,478,2013-08-15 23:00:20
309,721,2014-05-02 16:13:14
716,613,2012-08-31 14:33:02
578,768,2016-05-26 10:27:02
697,144,2014-08-03 00:52:48
918,439,2017-08-20 11:40:22
256,776,2014-03-12 05:23:22
676,458,2015-05-08 05:15:35
889,63,2010-07-26 18:21:53
371,437,2016-12-15 04:54:04
708,892,2011-07-30 00:57:24
591,70,2012-11-01 13:10:27
605,246,2017-02-13 20:01:16
864,495,2015-11-16 05:12:45
202,646,2014-01-18 08:22:24
536,220,2014-10-20 00:09:54
249,948,2011-01-26 17:19:25
392,212,2012-01-20 09:20:14
286,776,2015-07-02 22:35:00
516,905,2016-10-01 10:31:43
39,148,2010-07-07 10:41:16
586,176,2016-10-29 14:08:36
900,241,2016-02-02 19:12:24
297,773,2014-11-26 06:03:13
961,743,2013-08-14 18:27:36
113,473,2011-01-26 22:14:34
252,623,2017-04-07 23:30:25
321,595,2012-04-02 16:53:20
196,997,2010-06-28 15:37:57
921,974,2012-06-04 10:09:33
246,637,2011-10-27 01:16:34
716,365,2016-05-14 23:17:37
318,736,2012-05-11 10:33:55
255,317,2012-08-05 07:36:19
1,155,2017-04-30 06:43:44
22,637,2017-12-20 17:35:25
867,946,2013-08-13 04:01:38
30,15,2011-12-10 13:56:17
187,999,2012-01-22 15:40:07
238,856,2010-04-10 17:03:11
456,429,2011-08-04 06:59:37
150,479,2015-04-05 05:16:23
848,126,2016-01-21 15:41:52
589,34,2015-03-05 22:54:49
304,714,2017-12-08 16:06:18
383,918,2011-09-15 19:15:45
571,384,2013-04-24 15:14:45
385,938,2015-09-20 13:00:14
365,938,2011-09-11 01:30:48
318,436,2015-10-23 05:15:00
785,505,2014-09-05 14:52:33
680,18,2011-12-10 03:25:12
485,399,2014-02-28 17:21:57
547,731,2016-01-31 08:21:59
441,585,2014-04-28 01:52:20
855,186,2017-08-08 04:29:00
364,207,2010-06-13 08:24:04
703,173,2016-03-18 17:18:24
955,151,2014-08-05 05:50:15
124,336,2011-11-03 15:30:10
720,204,2016-10-02 21:09:53
428,619,2015-10-13 17:43:00
748,14,2012-02-07 01:33:38
471,361,2014-03-21 06:31:22
145,671,2010-08-22 05:06:39
275,90,2015-02-02 09:17:06
992,118,2015-12-29 20:37:04
344,717,2017-10-26 16:57:51
89,512,2011-07-09 07:51:11
295,692,2014-03-11 00:18:48
172,933,2011-03-19 17:24:16
479,747,2017-12-16 12:29:15
6,257,2015-01-09 23:10:10
989,94,2013-01-18 12:09:38
299,45,2013-11-24 16:13:04
589,155,2017-02-04 03:18:58
502,471,2015-02-10 18:10:32
347,510,2011-04-10 17:02:27
547,590,2014-12-02 12:10:45
486,474,2014-06-05 00:00:48
230,945,2010-07-08 19:18:02
72,781,2014-11-13 05:41:51
332,753,2017-12-11 08:28:00
314,890,2014-04-01 02:13:15
429,719,2017-06-12 19:39:32
717,164,2013-11-17 21:26:58
43,731,2017-02-11 13:53:32
214,764,2013-04-20 18:24:35
135,429,2011-03-20 17:47:55
369,594,2014-02-10 20:50:01
777,318,2014-01-19 11:30:25
294,564,2013-12-10 23:51:12
48,30,2013-04-23 08:48:25
705,977,2017-03-05 07:19:18
90,361,2011-06-14 23:58:22
824,952,2010-06-30 22:44:38
518,320,2013-08-22 00:22:11
226,455,2012-12-22 14:57:58
552,503,2014-01-22 17:05:10
258,92,2014-03-22 14:51:23
208,902,2017-05-26 22:47:14
328,107,2017-09-17 01:20:52
668,575,2016-05-30 21:50:38
826,324,2014-02-20 11:48:42
518,251,2016-07-05 11:47:38
808,348,2015-11-25 08:40:56
893,441,2013-02-03 09:07:46
892,211,2011-08-23 15:29:06
984,894,2016-06-17 04:27:39
476,402,2011-08-07 20:20:11
90,414,2014-12-14 22:58:39
565,174,2010-08-07 08:07:10
27,529,2017-08-15 17:15:00
844,482,2014-05-23 09:40:51
866,795,2011-01-27 13:22:03
465,959,2015-10-13 08:16:00
657,781,2016-09-12 01:37:16
239,796,2017-10-20 17:35:56
667,677,2016-12-09 11:33:47
483,939,2010-05-29 02:02:54
93,978,2011-01-06 10:20:46
962,385,2015-10-07 21:38:20
775,959,2012-02-21 07:18:17
3,544,2010-02-11 12:04:30
684,379,2011-01-11 06:06:38
114,619,2015-03-10 15:59:57
466,997,2017-07-21 10:15:31
991,617,2015-12-29 13:58:39
137,532,2015-02-13 13:59:55
554,691,2011-12-18 05:26:19
270,811,2015-06-20 13:18:38
137,243,2014-12-08 10:29:51
639,42,2014-12-26 10:42:13
34,751,2014-01-25 15:49:54
732,210,2015-12-08 07:05:10
494,905,2010-05-30 03:17:39
513,600,2011-06-06 10:54:31
746,944,2012-10-14 20:32:58
902,439,2016-08-09 06:05:55
852,285,2013-06-25 01:59:43
331,599,2016-10-04 11:06:25
20,214,2013-05-08 10:19:17
14,590,2011-10-29 08:00:16
380,125,2016-12-01 13:03:16
447,324,2014-01-08 17:27:56
154,172,2017-09-04 04:46:58
954,986,2011-07-30 14:05:30
657,991,2013-06-14 20:52:07
132,407,2010-10-23 01:46:23
71,121,2011-02-19 09:34:10
922,528,2014-03-14 15:26:09
534,663,2015-06-06 17:38:26
256,785,2016-11-17 04:46:29
493,3,2017-01-06 08:47:46
821,474,2013-04-21 01:25:30
661,26,2011-11-12 23:54:04
181,278,2011-12-31 01:08:42
60,387,2012-09-29 01:56:50
94,908,2012-05-30 14:06:10
628,736,2014-10-19 07:52:05
237,617,2010-02-15 01:40:15
653,561,2014-07-13 08:08:06
895,26,2016-02-28 19:32:32
79,89,2012-08-05 18:56:32
420,89,2013-09-14 13:47:00
332,85,2017-04-11 09:34:46
906,137,2010-05-28 11:05:05
727,166,2017-01-02 04:39:04
323,741,2017-05-21 22:49:46
859,601,2015-01-02 03:08:08
456,683,2017-09-25 18:34:24
973,368,2015-06-19 12:03:27
943,473,2011-08-25 20:27:49
245,596,2017-05-10 13:58:48
94,663,2015-03-04 23:56:42
912,173,2011-04-04 23:50:58
841,580,2010-02-14 12:56:05
363,867,2013-10-07 14:04:40
6,27,2013-08-17 10:08:08
584,119,2013-08-24 04:47:58
711,862,2012-08-13 21:49:33
506,31,2016-02-29 10:55:24
214,679,2012-10-28 11:11:28
151,914,2014-04-25 12:34:17
360,342,2013-07-21 08:48:02
264,547,2015-02-04 10:56:03
18,949,2011-07-11 10:32:29
637,428,2014-04-24 07:29:41
502,638,2015-03-30 13:13:21
890,691,2012-10-23 10:04:36
621,562,2016-10-07 18:27:39
745,487,2011-11-08 07:08:14
119,752,2010-03-01 01:50:51
244,14,2012-06-06 13:35:48
940,863,2014-11-12 21:00:21
654,792,2015-01-22 06:27:27
758,906,2016-05-08 23:22:15
68,641,2013-11-13 14:41:57
662,64,2017-11-02 07:21:39
220,800,2015-07-09 08:47:02
19,572,2012-01-05 18:52:20
12,820,2016-09-27 00:57:44
485,40,2012-09-04 22:58:15
317,460,2016-05-20 20:13:03
767,832,2017-10-30 01:05:25
520,106,2010-06-03 06:35:22
12,926,2010-05-05 03:02:21
642,313,2017-02-07 20:03:53
744,910,2013-10-09 22:32:49
529,346,2017-11-07 23:12:50
557,815,2014-06-13 03:51:25
730,0,2014-08-01 06:56:23
124,267,2016-09-23 09:17:43
724,171,2014-02-17 13:48:07
802,587,2011-01-12 18:35:21
542,17,2017-04-12 09:18:45
536,670,2015-06-08 18:40:16
276,418,2016-05-11 21:10:43
720,123,2010-08-05 21:01:53
938,744,2012-03-06 12:00:57
270,546,2014-10-28 16:27:54
870,266,2015-12-31 15:17:51
584,932,2013-02-14 11:54:16
316,88,2014-08-01 14:15:59
944,992,2014-07-02 05:14:15
21,793,2014-03-04 13:40:16
505,666,2017-10-23 02:02:43
884,211,2010-09-21 13:01:59
305,880,2015-04-24 04:40:02
236,11,2014-05-26 05:20:30
662,360,2012-03-09 10:38:51
390,715,2012-03-12 16:04:30
538,472,2014-11-01 09:31:28
717,658,2015-12-12 04:16:40
44,625,2014-01-25 09:53:10
220,231,2014-01-31 20:34:18
766,643,2011-07-21 07:53:42
481,717,2013-10-06 15:05:59
482,969,2013-02-07 19:55:02
819,240,2011-04-12 17:35:41
854,235,2010-11-27 06:09:50
691,255,2011-09-18 20:25:24
704,247,2011-11-22 20:03:27
211,599,2010-06-24 05:03:32
781,431,2016-06-08 15:42:44
102,873,2014-12-18 18:25:30
794,805,2013-05-24 01:45:25
82,932,2015-06-10 06:42:34
329,30,2013-03-13 06:31:46
579,591,2017-08-24 22:53:54
554,315,2017-03-15 12:08:40
390,926,2014-02-06 16:31:40
628,468,2013-10-06 12:50:38
838,754,2012-03-08 16:29:16
844,829,2016-04-03 06:32:39
640,618,2017-06-23 09:25:09
280,698,2012-09-15 18:11:00
719,681,2016-06-08 12:36:53
248,78,2011-10-18 00:52:31
428,399,2012-04-24 09:24:17
794,592,2015-10-09 17:43:15
244,927,2016-01-17 23:28:06
801,734,2015-11-18 06:24:11
322,81,2012-01-16 15:54:22
311,471,2010-03-16 11:27:04
167,225,2014-09-04 23:54:00
827,544,2010-01-15 06:10:33
405,987,2016-08-15 19:51:24
809,909,2013-09-19 13:38:40
553,622,2015-06-16 16:09:34
799,47,2017-04-02 03:43:30
45,370,2010-12-22 01:47:16
300,909,2016-11-26 03:12:02
328,783,2010-08-04 16:46:10
416,189,2014-12-19 05:09:59
966,208,2017-01-06 06:26:57
337,867,2012-04-05 02:25:22
649,321,2013-04-02 03:08:12
448,497,2016-03-03 03:55:35
665,105,2012-11-11 05:44:04
666,56,2014-04-30 21:12:45
798,123,2010-05-07 12:42:59
573,339,2011-04-13 10:44:19
173,535,2016-11-01 02:29:13
75,557,2010-12-04 22:13:50
312,174,2011-10-19 07:44:41
5,915,2013-07-10 02:20:01
289,516,2013-07-15 04:42:01
290,575,2015-06-12 19:49:19
886,191,2015-05-16 19:14:41
305,451,2011-08-04 01:48:20
891,982,2017-03-12 16:34:44
867,203,2012-06-15 21:24:46
140,357,2014-10-12 15:56:15
77,345,2013-11-13 03:21:21
581,598,2015-02-08 18:53:02
480,252,2011-02-28 09:21:37
344,540,2015-04-07 19:03:48
8,282,2014-10-19 11:01:43
271,92,2010-04-23 21:48:20
540,145,2017-01-17 09:34:01
565,817,2015-11-22 20:42:52
156,833,2015-03-27 10:25:33
801,947,2013-10-23 04:42:54
624,435,2012-01-20 22:18:53
802,718,2010-03-26 05:27:38
270,699,2010-07-14 14:09:59
110,526,2016-11-20 14:23:57
173,610,2016-11-03 11:35:13
685,209,2016-10-30 12:50:03
992,567,2012-10-16 17:52:53
915,600,2014-07-13 23:24:01
482,987,2012-05-19 16:45:52
597,199,2017-03-25 21:57:12
812,407,2010-11-26 17:33:06
428,865,2012-10-10 08:48:14
868,746,2010-09-09 23:01:41
266,640,2014-09-10 07:53:41
693,174,2014-08-31 14:54:41
784,247,2011-05-16 11:17:45
603,637,2013-07-04 00:36:20
16,348,2016-06-08 08:18:48
534,312,2011-01-05 15:30:25
880,442,2010-09-24 20:57:24
839,833,2012-10-21 10:38:17
646,746,2011-03-25 12:29:20
240,889,2015-10-28 19:19:58
797,207,2017-10-01 09:14:30
467,939,2011-02-24 04:35:30
931,363,2010-09-10 12:44:46
41,594,2012-10-23 13:37:23
265,254,2011-04-21 14:14:24
336,435,2012-11-11 01:31:51
129,428,2014-10-07 09:29:12
252,950,2011-04-12 21:21:16
532,464,2015-01-19 20:48:43
577,292,2010-07-13 11:14:41
442,454,2015-12-19 09:12:13
290,356,2012-03-01 14:04:56
390,159,2012-07-16 21:27:44
112,843,2012-03-15 14:47:38
410,688,2013-02-17 02:16:42
467,133,2016-01-06 14:35:45
973,369,2011-07-11 18:55:30
34,866,2017-04-22 02:59:54
981,256,2011-06-15 17:50:12
276,796,2010-03-23 20:00:38
978,207,2014-12-25 23:03:10
301,339,2013-01-09 21:28:28
906,818,2016-02-26 05:29:58
878,104,2017-10-31 21:28:37
306,795,2010-08-14 14:02:43
403,22,2017-11-20 03:45:20
662,497,2014-08-26 02:59:27
17,346,2015-03-08 10:39:18
542,874,2016-06-02 20:25:43
120,916,2011-08-02 09:49:59
993,992,2011-07-22 10:15:18
738,714,2011-03-17 21:15:27
121,240,2017-02-11 10:57:49
819,273,2016-01-18 09:55:37
739,191,2014-12-24 05:39:00
591,337,2010-07-23 09:07:05
762,163,2015-03-26 09:22:07
726,838,2010-09-14 19:58:19
892,390,2011-01-08 03:54:31
568,338,2015-08-16 00:53:47
747,782,2013-11-14 07:35:48
231,527,2016-11-28 06:12:39
262,453,2012-10-11 17:04:05
68,344,2014-06-15 19:24:20
903,293,2011-11-28 03:52:49
820,530,2011-04-29 05:41:34
352,784,2010-06-02 22:21:46
539,219,2015-04-09 05:48:15
288,975,2017-01-05 22:32:51
122,6,2013-02-27 07:33:07
882,393,2016-09-13 03:18:14
748,597,2016-12-07 18:30:11
95,689,2014-09-10 08:43:34
955,358,2016-04-08 01:13:55
413,7,2012-04-04 17:37:23
368,18,2014-07-10 22:44:15
137,951,2010-11-09 06:52:50
233,766,2012-12-01 23:10:18
331,277,2014-02-25 04:41:44
682,829,2017-10-31 10:33:01
25,374,2017-01-25 06:28:07
376,957,2010-03-21 23:51:47
296,888,2013-10-07 06:28:52
586,977,2017-06-03 04:14:25
718,945,2010-11-27 07:59:42
748,363,2017-06-06 12:12:29
622,920,2012-07-24 22:58:30
553,34,2016-09-24 10:52:58
462,205,2017-11-22 04:46:31
950,933,2015-01-07 12:57:38
157,940,2012-10-14 19:21:48
544,375,2015-09-08 01:53:03
653,164,2014-08-24 23:43:55
407,510,2013-09-09 21:00:18
70,809,2010-03-28 18:20:32
623,749,2017-09-13 14:34:50
909,455,2012-02-29 01:27:48
35,440,2012-08-07 10:49:52
685,878,2010-01-05 07:02:02
138,668,2010-05-14 12:38:18
875,589,2013-06-09 02:59:32
617,555,2017-09-19 06:16:50
632,792,2015-04-06 17:39:30
874,960,2015-06-12 05:01:36
805,818,2013-01-12 08:23:39
823,978,2014-01-05 12:47:09
197,7,2014-08-02 11:34:34
776,23,2011-04-28 05:35:17
0,274,2016-10-08 15:36:48
820,62,2014-03-24 15:39:40
338,83,2017-06-05 11:06:43
852,384,2014-01-09 04:29:27
712,307,2016-10-22 09:00:25
701,183,2016-05-29 22:06:34
436,128,2016-12-18 04:29:40
986,339,2015-01-24 00:03:31
981,685,2011-03-26 17:49:21
472,345,2016-10-09 02:07:39
657,499,2015-05-11 06:29:57
550,698,2012-11-29 05:30:29
697,693,2017-07-06 14:55:46
374,661,2010-06-16 23:37:50
524,404,2015-03-18 05:08:07
75,542,2012-04-14 01:16:47
181,873,2010-08-29 04:56:49
814,28,2012-03-19 07:42:14
335,15,2016-04-25 19:42:41
637,943,2011-11-09 14:55:53
748,659,2011-10-06 06:39:19
387,237,2017-05-31 18:32:17
764,971,2014-07-09 09:57:38
170,509,2011-09-22 11:07:26
373,112,2013-10-03 14:21:19
468,250,2012-08-25 03:54:27
475,293,2014-02-01 05:35:37
666,654,2010-11-29 14:00:20
473,818,2013-05-22 04:16:56
396,59,2015-05-26 14:45:20
920,81,2015-11-22 12:22:22
720,842,2013-10-04 16:05:19
636,693,2015-12-28 03:25:53
434,549,2012-03-02 03:14:22
296,837,2016-05-06 22:17:10
721,468,2016-05-18 07:18:52
347,422,2012-11-04 04:07:58
321,422,2013-08-27 04:18:10
730,866,2016-02-18 18:06:39
444,383,2010-03-20 04:10:48
784,419,2011-06-21 01:21:14
242,52,2011-11-01 12:00:38
753,351,2017-12-22 01:20:59
615,529,2010-08-28 18:51:56
325,946,2014-08-17 11:26:48
928,55,2011-01-15 18:03:31
663,680,2015-04-28 18:24:54
838,635,2010-03-22 22:27:26
802,722,2013-05-01 18:24:08
963,507,2013-01-31 13:20:46
198,523,2015-01-10 21:48:59
187,14,2012-09-13 01:39:01
31,919,2017-09-15 13:21:58
432,867,2015-11-23 05:36:53
134,666,2013-01-28 10:16:01
508,212,2017-06-07 10:02:01
127,908,2010-09-17 04:27:45
336,662,2013-11-29 07:20:20
984,222,2014-08-04 08:24:27
121,99,2017-11-12 12:38:57
46,757,2015-01-25 11:11:38
412,220,2011-07-13 07:09:34
528,177,2011-05-23 20:42:23
480,205,2011-12-10 17:26:57
616,923,2017-02-03 10:10:02
831,981,2013-07-28 17:03:45
644,834,2010-08-23 05:34:43
245,463,2012-07-17 19:12:19
867,225,2012-04-27 00:50:14
154,216,2011-12-27 00:51:37
40,917,2014-09-25 13:42:10
475,182,2014-08-08 22:06:12
624,582,2014-04-14 11:17:20
977,963,2013-11-06 17:35:42
557,984,2011-10-21 02:19:12
932,39,2013-12-14 08:22:06
584,411,2013-12-18 07:19:30
487,897,2013-09-19 21:00:43
813,285,2013-06-26 12:23:19
811,318,2017-09-13 06:43:34
185,241,2010-12-27 23:37:54
99,81,2014-10-15 02:12:40
792,377,2015-03-26 17:17:25
865,290,2010-07-20 07:18:08
284,220,2014-04-01 00:12:41
577,223,2016-11-26 12:41:08
230,10,2017-07-12 03:33:04
133,742,2016-10-07 12:10:36
570,284,2014-05-23 09:31:56
601,838,2014-11-27 23:21:17
129,582,2012-04-29 04:23:03
830,796,2013-09-09 13:50:22
251,878,2012-10-20 06:02:28
350,181,2011-01-12 00:30:47
652,977,2017-11-11 16:03:20
461,761,2010-03-15 06:54:00
677,428,2012-03-06 14:22:48
878,841,2010-05-16 07:29:44
799,844,2012-10-05 18:27:19
63,168,2014-02-04 10:58:36
149,522,2010-11-30 12:41:35
356,635,2013-02-21 23:10:55
938,366,2013-05-08 20:39:59
69,820,2013-06-04 16:33:02
502,555,2011-08-09 14:14:19
473,153,2016-05-02 19:04:23
599,313,2013-11-03 02:49:01
460,473,2017-06-06 03:16:44
13,755,2015-11-12 02:38:45
562,415,2012-04-01 22:46:07
854,390,2015-11-15 23:52:14
481,166,2011-09-22 14:13:46
694,348,2015-01-31 19:31:00
19,24,2011-08-05 23:14:35
933,990,2016-03-01 11:01:17
971,770,2016-08-27 10:49:53
507,429,2012-11-30 01:46:54
54,699,2013-03-01 04:19:58
643,443,2011-10-07 08:51:55
266,563,2016-08-30 07:17:51
483,166,2016-08-11 21:35:07
243,257,2014-02-22 13:23:04
422,347,2010-02-14 13:37:04
448,573,2010-04-25 15:26:19
13,212,2016-05-01 13:22:17
549,65,2011-12-16 23:55:58
497,103,2017-06-29 01:06:50
418,923,2011-10-03 22:07:15
80,416,2012-01-21 01:40:40
581,155,2013-02-02 20:42:25
103,114,2012-11-24 08:54:37
928,947,2012-07-31 05:13:32
501,773,2013-05-06 19:52:49
596,549,2015-07-10 22:47:05
833,62,2017-05-03 08:28:31
